inPmidList= [8] onPmidList= []
inPmidList= [28202782] onPmidList= []
inPmidList= [] onPmidList= [15951820]
inPmidList= [] onPmidList= [15371596]
inPmidList= [9437416] onPmidList= []
inPmidList= [9437418] onPmidList= []
inPmidList= [9699621] onPmidList= []
inPmidList= [] onPmidList= [16777600, 16777601]
inPmidList= [16777595] onPmidList= []
inPmidList= [] onPmidList= [19826089]
inPmidList= [] onPmidList= [22500800]
inPmidList= [20185714] onPmidList= []
inPmidList= [18756513] onPmidList= []
inPmidList= [] onPmidList= [16984220]
inPmidList= [8127363] onPmidList= []
inPmidList= [23332053] onPmidList= []
inPmidList= [] onPmidList= [19820686]
inPmidList= [1574122, 1465126] onPmidList= []
inPmidList= [11535614] onPmidList= []
inPmidList= [26333712] onPmidList= []
inPmidList= [] onPmidList= [23580526]
inPmidList= [8128240] onPmidList= []
inPmidList= [] onPmidList= [18570878]
inPmidList= [] onPmidList= [18614047]
inPmidList= [18614040] onPmidList= []
inPmidList= [23222063] onPmidList= []
inPmidList= [10835592] onPmidList= []
inPmidList= [7604259] onPmidList= []
inPmidList= [10835619] onPmidList= []
inPmidList= [21587291] onPmidList= []
inPmidList= [17898774] onPmidList= []
inPmidList= [26518638] onPmidList= []
inPmidList= [] onPmidList= [24677809]
inPmidList= [] onPmidList= [11799245]
inPmidList= [18941454] onPmidList= []
inPmidList= [] onPmidList= [25378463]
inPmidList= [18650909] onPmidList= []
inPmidList= [] onPmidList= [25955210, 25955211]
inPmidList= [] onPmidList= [20188050]
inPmidList= [25955201] onPmidList= []
inPmidList= [25955201] onPmidList= []
inPmidList= [24476882] onPmidList= []
inPmidList= [11796992] onPmidList= []
inPmidList= [] onPmidList= [12586069]
inPmidList= [] onPmidList= [15469844]
inPmidList= [15469831] onPmidList= []
inPmidList= [21629272] onPmidList= []
inPmidList= [12121637] onPmidList= []
inPmidList= [] onPmidList= [25792597]
inPmidList= [18362177] onPmidList= []
inPmidList= [9440683] onPmidList= []
inPmidList= [26168147] onPmidList= []
inPmidList= [20227364] onPmidList= []
inPmidList= [23570042] onPmidList= []
inPmidList= [26325142] onPmidList= []
inPmidList= [17060616] onPmidList= []
inPmidList= [] onPmidList= [26098573]
inPmidList= [] onPmidList= [12511654]
inPmidList= [] onPmidList= [11276259]
inPmidList= [11276240] onPmidList= []
inPmidList= [20810644] onPmidList= []
inPmidList= [15232583] onPmidList= []
inPmidList= [19141275] onPmidList= []
inPmidList= [] onPmidList= [21912203]
inPmidList= [] onPmidList= [21869594]
inPmidList= [] onPmidList= [21869594]
inPmidList= [26852407] onPmidList= []
inPmidList= [22617426] onPmidList= []
inPmidList= [] onPmidList= [25955966]
inPmidList= [] onPmidList= [25171409]
inPmidList= [25171400] onPmidList= []
inPmidList= [25417100] onPmidList= []
inPmidList= [2072920] onPmidList= []
inPmidList= [25050961] onPmidList= []
inPmidList= [19706500] onPmidList= []
inPmidList= [] onPmidList= [21708174]
inPmidList= [15210104] onPmidList= []
inPmidList= [12588881, 12697745] onPmidList= []
inPmidList= [] onPmidList= [16732294]
inPmidList= [16820771] onPmidList= []
inPmidList= [16820771] onPmidList= []
inPmidList= [1579160] onPmidList= []
inPmidList= [23788021] onPmidList= []
inPmidList= [] onPmidList= [19667127]
inPmidList= [19667125] onPmidList= []
inPmidList= [8395020] onPmidList= []
inPmidList= [] onPmidList= [25344756]
inPmidList= [] onPmidList= [19934434]
inPmidList= [26091347] onPmidList= []
inPmidList= [9157884] onPmidList= []
inPmidList= [25289591] onPmidList= []
inPmidList= [8133884] onPmidList= []
inPmidList= [] onPmidList= [20729566]
inPmidList= [1684221] onPmidList= []
inPmidList= [11142369] onPmidList= []
inPmidList= [20861662, 20930506] onPmidList= []
inPmidList= [] onPmidList= [26222030]
inPmidList= [26222029] onPmidList= []
inPmidList= [] onPmidList= [9182768]
inPmidList= [9182752] onPmidList= []
inPmidList= [] onPmidList= [22484486, 22484485]
inPmidList= [21765805] onPmidList= []
inPmidList= [16091464] onPmidList= []
inPmidList= [] onPmidList= [22727375]
inPmidList= [] onPmidList= [24855027]
inPmidList= [] onPmidList= [15951817]
inPmidList= [24074950] onPmidList= []
inPmidList= [21304550] onPmidList= []
inPmidList= [] onPmidList= [23601651]
inPmidList= [23601633] onPmidList= []
inPmidList= [19109882] onPmidList= []
inPmidList= [18261132] onPmidList= []
inPmidList= [] onPmidList= [21504834]
inPmidList= [21504828] onPmidList= []
inPmidList= [23382071] onPmidList= []
inPmidList= [] onPmidList= [22658600]
inPmidList= [] onPmidList= [22608510]
inPmidList= [21260947] onPmidList= []
inPmidList= [21088482, 21260952] onPmidList= []
inPmidList= [21260946] onPmidList= []
inPmidList= [] onPmidList= [11805837, 11805826]
inPmidList= [11805813] onPmidList= []
inPmidList= [11805813] onPmidList= []
inPmidList= [] onPmidList= [24810298]
inPmidList= [21767477] onPmidList= []
inPmidList= [] onPmidList= [25699709, 25699708, 25699707]
inPmidList= [25699706] onPmidList= []
inPmidList= [25699706] onPmidList= []
inPmidList= [25699706] onPmidList= []
inPmidList= [21593726] onPmidList= []
inPmidList= [20076487] onPmidList= []
inPmidList= [] onPmidList= [22616608]
inPmidList= [15781853] onPmidList= []
inPmidList= [22589702] onPmidList= []
inPmidList= [] onPmidList= [22589700]
inPmidList= [23706815] onPmidList= []
inPmidList= [19965743] onPmidList= []
inPmidList= [7583154] onPmidList= []
inPmidList= [11544510] onPmidList= []
inPmidList= [] onPmidList= [22417914]
inPmidList= [] onPmidList= [25619760]
inPmidList= [] onPmidList= [15711538]
inPmidList= [] onPmidList= [17574026]
inPmidList= [17574019] onPmidList= []
inPmidList= [] onPmidList= [14690591]
inPmidList= [14690586] onPmidList= []
inPmidList= [8085149, 8128216] onPmidList= []
inPmidList= [] onPmidList= [24705553, 24747438]
inPmidList= [] onPmidList= [14691136]
inPmidList= [14691131] onPmidList= []
inPmidList= [18668045, 11807537] onPmidList= []
inPmidList= [11296274] onPmidList= []
inPmidList= [27089217] onPmidList= []
inPmidList= [] onPmidList= [22031445]
inPmidList= [22031434] onPmidList= []
inPmidList= [] onPmidList= [22817894]
inPmidList= [22914287, 22868266] onPmidList= []
inPmidList= [23097783] onPmidList= []
inPmidList= [15215847] onPmidList= []
inPmidList= [15215847] onPmidList= []
inPmidList= [] onPmidList= [10235265]
inPmidList= [10235256] onPmidList= []
inPmidList= [] onPmidList= [21209336]
inPmidList= [8668994] onPmidList= []
inPmidList= [] onPmidList= [16237209]
inPmidList= [8701310] onPmidList= []
inPmidList= [] onPmidList= [19410548]
inPmidList= [] onPmidList= [19410542]
inPmidList= [19410536] onPmidList= []
inPmidList= [19410534] onPmidList= []
inPmidList= [] onPmidList= [18347067]
inPmidList= [] onPmidList= [10737764]
inPmidList= [10811923] onPmidList= []
inPmidList= [26600005] onPmidList= []
inPmidList= [16763580] onPmidList= []
inPmidList= [9187647] onPmidList= []
inPmidList= [9187643] onPmidList= []
inPmidList= [] onPmidList= [24843043]
inPmidList= [21734450, 21829100] onPmidList= []
inPmidList= [16527956] onPmidList= []
inPmidList= [26510160] onPmidList= []
inPmidList= [11586286] onPmidList= []
inPmidList= [] onPmidList= [17052455]
inPmidList= [17052450] onPmidList= []
inPmidList= [12942139] onPmidList= []
inPmidList= [25391904, 25342784] onPmidList= []
inPmidList= [23938369] onPmidList= []
inPmidList= [22144604] onPmidList= []
inPmidList= [26669278] onPmidList= []
inPmidList= [19516331] onPmidList= []
inPmidList= [19516331] onPmidList= []
inPmidList= [19912262] onPmidList= []
inPmidList= [] onPmidList= [9450760, 9450759, 9450758]
inPmidList= [28357314] onPmidList= []
inPmidList= [9450742] onPmidList= []
inPmidList= [9450742] onPmidList= []
inPmidList= [15703374] onPmidList= []
inPmidList= [] onPmidList= [25643324]
inPmidList= [20461077] onPmidList= []
inPmidList= [20548293] onPmidList= []
inPmidList= [] onPmidList= [20461072]
inPmidList= [19187756] onPmidList= []
inPmidList= [] onPmidList= [16699524, 16699523]
inPmidList= [10499791] onPmidList= []
inPmidList= [10499791] onPmidList= []
inPmidList= [18614041] onPmidList= []
inPmidList= [] onPmidList= [16004872]
inPmidList= [16004865] onPmidList= []
inPmidList= [7878462] onPmidList= []
inPmidList= [8402904] onPmidList= []
inPmidList= [19619484] onPmidList= []
inPmidList= [] onPmidList= [21673659]
inPmidList= [10500102] onPmidList= []
inPmidList= [23132381] onPmidList= []
inPmidList= [11959926] onPmidList= []
inPmidList= [] onPmidList= [24656131]
inPmidList= [] onPmidList= [12934013]
inPmidList= [18379597] onPmidList= []
inPmidList= [23401560] onPmidList= []
inPmidList= [28393069] onPmidList= []
inPmidList= [] onPmidList= [24794838]
inPmidList= [21311240] onPmidList= []
inPmidList= [19675638] onPmidList= []
inPmidList= [] onPmidList= [25308080]
inPmidList= [16530035] onPmidList= []
inPmidList= [21304551, 21331084] onPmidList= []
inPmidList= [19190660] onPmidList= []
inPmidList= [] onPmidList= [9695844]
inPmidList= [11296278] onPmidList= []
inPmidList= [] onPmidList= [12891357]
inPmidList= [11025677] onPmidList= []
inPmidList= [] onPmidList= [15744308]
inPmidList= [12891339] onPmidList= []
inPmidList= [15744287] onPmidList= []
inPmidList= [] onPmidList= [15640796]
inPmidList= [22035786] onPmidList= []
inPmidList= [] onPmidList= [24038880]
inPmidList= [24179137] onPmidList= []
inPmidList= [] onPmidList= [19414608, 19414609, 19414606]
inPmidList= [19414605] onPmidList= []
inPmidList= [19414605] onPmidList= []
inPmidList= [19414605] onPmidList= []
inPmidList= [12646872] onPmidList= []
inPmidList= [] onPmidList= [20703090]
inPmidList= [24112982] onPmidList= []
inPmidList= [24526124] onPmidList= []
inPmidList= [] onPmidList= [21512033, 21415320]
inPmidList= [21577224, 21512026] onPmidList= []
inPmidList= [23582926] onPmidList= [23036859]
inPmidList= [22681898] onPmidList= []
inPmidList= [] onPmidList= [16269334]
inPmidList= [] onPmidList= [16269340]
inPmidList= [16269325] onPmidList= []
inPmidList= [21908976] onPmidList= []
inPmidList= [] onPmidList= [8966619]
inPmidList= [8966619] onPmidList= []
inPmidList= [8966619] onPmidList= []
inPmidList= [10051550] onPmidList= []
inPmidList= [11834093] onPmidList= []
inPmidList= [15226750] onPmidList= []
inPmidList= [] onPmidList= [24680315, 24698658, 24721713, 24731686, 24747022, 24507729, 24629729]
inPmidList= [8929528] onPmidList= []
inPmidList= [27171161] onPmidList= []
inPmidList= [22561349] onPmidList= []
inPmidList= [22561349] onPmidList= []
inPmidList= [] onPmidList= [22561346, 22561345]
inPmidList= [] onPmidList= [19415796]
inPmidList= [14723841] onPmidList= []
inPmidList= [19415790] onPmidList= []
inPmidList= [16982818] onPmidList= []
inPmidList= [12636909] onPmidList= []
inPmidList= [] onPmidList= [22562154]
inPmidList= [22562150] onPmidList= []
inPmidList= [9547139] onPmidList= []
inPmidList= [19088709] onPmidList= []
inPmidList= [] onPmidList= [19576787]
inPmidList= [] onPmidList= [10766247, 10766248]
inPmidList= [] onPmidList= [16009135]
inPmidList= [16009123, 16169481] onPmidList= []
inPmidList= [] onPmidList= [22966204]
inPmidList= [23381118] onPmidList= []
inPmidList= [21909117, 21772325] onPmidList= []
inPmidList= [22422967] onPmidList= []
inPmidList= [] onPmidList= [12746498, 12746495]
inPmidList= [26768013] onPmidList= []
inPmidList= [] onPmidList= [22622083]
inPmidList= [12077393] onPmidList= []
inPmidList= [14999271] onPmidList= []
inPmidList= [] onPmidList= [19941819]
inPmidList= [19941813] onPmidList= []
inPmidList= [25517745] onPmidList= []
inPmidList= [11081484, 11028981] onPmidList= []
inPmidList= [10504717] onPmidList= []
inPmidList= [19679804] onPmidList= []
inPmidList= [19942132] onPmidList= []
inPmidList= [] onPmidList= [22389629]
